,hour,station,lat,lon,k,CO_interpolate,CO_REAL,CODiff,NO2_interpolate,NO2_REAL,NO2Diff,PM25_interpolate,PM25_REAL,PM25Diff
5,221,6,-12.045394,-77.036852,7,357.439,,127762.6387,56.943,,3242.505249,61.676,,3803.928976
0,222,6,-12.045394,-77.036852,2,14.608,,213.393664,32.45,,1053.0025,38.114,,1452.676996
1,222,6,-12.045394,-77.036852,3,14.608,,213.393664,32.45,,1053.0025,38.114,,1452.676996
2,222,6,-12.045394,-77.036852,4,14.608,,213.393664,32.45,,1053.0025,38.114,,1452.676996
3,222,6,-12.045394,-77.036852,5,1880.858,,3537626.816,56.821,,3228.626041,43.966,,1933.009156
4,222,6,-12.045394,-77.036852,6,1880.858,,3537626.816,56.821,,3228.626041,43.966,,1933.009156
5,222,6,-12.045394,-77.036852,7,1880.858,,3537626.816,56.821,,3228.626041,43.966,,1933.009156
0,223,6,-12.045394,-77.036852,2,193.348,,37383.4491,32.434,,1051.964356,43.71,,1910.5641
1,223,6,-12.045394,-77.036852,3,1818.465,,3306814.956,32.434,,1051.964356,43.71,,1910.5641
2,223,6,-12.045394,-77.036852,4,1818.465,,3306814.956,32.434,,1051.964356,43.71,,1910.5641
3,223,6,-12.045394,-77.036852,5,1818.465,,3306814.956,56.066,,3143.396356,15.229,,231.922441
4,223,6,-12.045394,-77.036852,6,339.931,,115553.0848,56.066,,3143.396356,15.229,,231.922441
5,223,6,-12.045394,-77.036852,7,339.931,,115553.0848,56.066,,3143.396356,15.229,,231.922441
0,224,6,-12.045394,-77.036852,2,126.038,,15885.57744,32.467,,1054.106089,39.046,,1524.590116
1,224,6,-12.045394,-77.036852,3,1797.088,,3229525.28,32.467,,1054.106089,39.046,,1524.590116
2,224,6,-12.045394,-77.036852,4,1797.088,,3229525.28,32.467,,1054.106089,39.046,,1524.590116
3,224,6,-12.045394,-77.036852,5,1797.088,,3229525.28,56.644,,3208.542736,1.418,,2.010724
4,224,6,-12.045394,-77.036852,6,527.218,,277958.8195,56.644,,3208.542736,1.418,,2.010724
5,224,6,-12.045394,-77.036852,7,527.218,,277958.8195,56.644,,3208.542736,1.418,,2.010724
0,225,6,-12.045394,-77.036852,2,66.902,,4475.877604,32.479,,1054.885441,39.92,,1593.6064
1,225,6,-12.045394,-77.036852,3,66.902,,4475.877604,32.479,,1054.885441,39.92,,1593.6064
2,225,6,-12.045394,-77.036852,4,1773.716,,3146068.449,32.479,,1054.885441,39.92,,1593.6064
3,225,6,-12.045394,-77.036852,5,1773.716,,3146068.449,56.819,,3228.398761,0.72,,0.5184
4,225,6,-12.045394,-77.036852,6,1773.716,,3146068.449,56.819,,3228.398761,0.72,,0.5184
5,225,6,-12.045394,-77.036852,7,567.697,,322279.8838,56.819,,3228.398761,0.72,,0.5184
0,226,6,-12.045394,-77.036852,2,100.942,,10189.28736,32.479,,1054.885441,43.09,,1856.7481
1,226,6,-12.045394,-77.036852,3,100.942,,10189.28736,32.479,,1054.885441,43.09,,1856.7481
2,226,6,-12.045394,-77.036852,4,100.942,,10189.28736,32.479,,1054.885441,43.09,,1856.7481
3,226,6,-12.045394,-77.036852,5,1769.382,,3130712.662,57.369,,3291.202161,12.987,,168.662169
4,226,6,-12.045394,-77.036852,6,1769.382,,3130712.662,57.369,,3291.202161,12.987,,168.662169
5,226,6,-12.045394,-77.036852,7,1769.382,,3130712.662,57.369,,3291.202161,12.987,,168.662169
0,227,6,-12.045394,-77.036852,2,245.348,,60195.6411,32.47,,1054.3009,37.715,,1422.421225
1,227,6,-12.045394,-77.036852,3,245.348,,60195.6411,32.47,,1054.3009,37.715,,1422.421225
2,227,6,-12.045394,-77.036852,4,245.348,,60195.6411,32.47,,1054.3009,37.715,,1422.421225
3,227,6,-12.045394,-77.036852,5,1805.343,,3259263.348,58.197,,3386.890809,5.269,,27.762361
4,227,6,-12.045394,-77.036852,6,1805.343,,3259263.348,58.197,,3386.890809,5.269,,27.762361
5,227,6,-12.045394,-77.036852,7,1805.343,,3259263.348,58.197,,3386.890809,5.269,,27.762361
0,228,6,-12.045394,-77.036852,2,217.802,,47437.7112,32.21,,1037.4841,32.105,,1030.731025
1,228,6,-12.045394,-77.036852,3,217.802,,47437.7112,32.21,,1037.4841,32.105,,1030.731025
2,228,6,-12.045394,-77.036852,4,217.802,,47437.7112,32.21,,1037.4841,32.105,,1030.731025
3,228,6,-12.045394,-77.036852,5,1828.762,,3344370.453,58.745,,3450.975025,8.383,,70.274689
4,228,6,-12.045394,-77.036852,6,1828.762,,3344370.453,58.745,,3450.975025,8.383,,70.274689
5,228,6,-12.045394,-77.036852,7,1828.762,,3344370.453,58.745,,3450.975025,8.383,,70.274689
0,229,6,-12.045394,-77.036852,2,224.907,,50583.15865,30.948,,957.778704,24.804,,615.238416
1,229,6,-12.045394,-77.036852,3,224.907,,50583.15865,30.948,,957.778704,24.804,,615.238416
2,229,6,-12.045394,-77.036852,4,224.907,,50583.15865,30.948,,957.778704,24.804,,615.238416
3,229,6,-12.045394,-77.036852,5,1924.124,,3702253.167,56.404,,3181.411216,9.162,,83.942244
4,229,6,-12.045394,-77.036852,6,1924.124,,3702253.167,56.404,,3181.411216,9.162,,83.942244
5,229,6,-12.045394,-77.036852,7,1924.124,,3702253.167,56.404,,3181.411216,9.162,,83.942244
0,230,6,-12.045394,-77.036852,2,199.057,,39623.68925,29.727,,883.694529,23.297,,542.750209
1,230,6,-12.045394,-77.036852,3,199.057,,39623.68925,29.727,,883.694529,23.297,,542.750209
2,230,6,-12.045394,-77.036852,4,199.057,,39623.68925,29.727,,883.694529,23.297,,542.750209
3,230,6,-12.045394,-77.036852,5,2055.743,,4226079.282,52.01,,2705.0401,13.111,,171.898321
4,230,6,-12.045394,-77.036852,6,2055.743,,4226079.282,52.01,,2705.0401,13.111,,171.898321
5,230,6,-12.045394,-77.036852,7,2055.743,,4226079.282,52.01,,2705.0401,13.111,,171.898321
0,231,6,-12.045394,-77.036852,2,165.467,,27379.32809,27.433,,752.569489,22.53,,507.6009
1,231,6,-12.045394,-77.036852,3,165.467,,27379.32809,27.433,,752.569489,22.53,,507.6009
2,231,6,-12.045394,-77.036852,4,165.467,,27379.32809,27.433,,752.569489,22.53,,507.6009
3,231,6,-12.045394,-77.036852,5,2143.786,,4595818.414,50.218,,2521.847524,17.181,,295.186761
4,231,6,-12.045394,-77.036852,6,2143.786,,4595818.414,50.218,,2521.847524,17.181,,295.186761
5,231,6,-12.045394,-77.036852,7,2143.786,,4595818.414,50.218,,2521.847524,17.181,,295.186761
0,232,6,-12.045394,-77.036852,2,718.783,,516649.0011,27.652,,764.633104,19.077,,363.931929
1,232,6,-12.045394,-77.036852,3,718.783,,516649.0011,27.652,,764.633104,19.077,,363.931929
2,232,6,-12.045394,-77.036852,4,2165.4,,4688957.16,27.652,,764.633104,19.077,,363.931929
3,232,6,-12.045394,-77.036852,5,2165.4,,4688957.16,46.581,,2169.789561,25.472,,648.822784
4,232,6,-12.045394,-77.036852,6,2165.4,,4688957.16,46.581,,2169.789561,25.472,,648.822784
5,232,6,-12.045394,-77.036852,7,1432.249,,2051337.198,46.581,,2169.789561,25.472,,648.822784
0,233,6,-12.045394,-77.036852,2,502.988,,252996.9281,28.021,,785.176441,18.066,,326.380356
1,233,6,-12.045394,-77.036852,3,502.988,,252996.9281,28.021,,785.176441,18.066,,326.380356
2,233,6,-12.045394,-77.036852,4,2210.478,,4886212.988,28.021,,785.176441,18.066,,326.380356
3,233,6,-12.045394,-77.036852,5,2210.478,,4886212.988,49.004,,2401.392016,20.074,,402.965476
4,233,6,-12.045394,-77.036852,6,2210.478,,4886212.988,49.004,,2401.392016,20.074,,402.965476
5,233,6,-12.045394,-77.036852,7,1202.911,,1446994.874,49.004,,2401.392016,20.074,,402.965476
0,234,6,-12.045394,-77.036852,2,749.493,,561739.757,28.956,,838.449936,18.37,,337.4569
1,234,6,-12.045394,-77.036852,3,749.493,,561739.757,28.956,,838.449936,18.37,,337.4569
2,234,6,-12.045394,-77.036852,4,749.493,,561739.757,28.956,,838.449936,18.37,,337.4569
3,234,6,-12.045394,-77.036852,5,2194.624,,4816374.501,51.26,,2627.5876,15.123,,228.705129
4,234,6,-12.045394,-77.036852,6,2194.624,,4816374.501,51.26,,2627.5876,15.123,,228.705129
5,234,6,-12.045394,-77.036852,7,2194.624,,4816374.501,51.26,,2627.5876,15.123,,228.705129
0,235,6,-12.045394,-77.036852,2,394.331,,155496.9376,28.767,,827.540289,26.866,,721.781956
1,235,6,-12.045394,-77.036852,3,394.331,,155496.9376,28.767,,827.540289,26.866,,721.781956
2,235,6,-12.045394,-77.036852,4,394.331,,155496.9376,28.767,,827.540289,26.866,,721.781956
3,235,6,-12.045394,-77.036852,5,2225.502,,4952859.152,51.79,,2682.2041,23.932,,572.740624
4,235,6,-12.045394,-77.036852,6,2225.502,,4952859.152,51.79,,2682.2041,23.932,,572.740624
5,235,6,-12.045394,-77.036852,7,2225.502,,4952859.152,51.79,,2682.2041,23.932,,572.740624
0,236,6,-12.045394,-77.036852,2,178.092,,31716.76046,30.852,,951.845904,30.965,,958.831225
1,236,6,-12.045394,-77.036852,3,178.092,,31716.76046,30.852,,951.845904,30.965,,958.831225
2,236,6,-12.045394,-77.036852,4,178.092,,31716.76046,30.852,,951.845904,30.965,,958.831225
3,236,6,-12.045394,-77.036852,5,2252.908,,5075594.456,53.511,,2863.427121,19.818,,392.753124
4,236,6,-12.045394,-77.036852,6,2252.908,,5075594.456,53.511,,2863.427121,19.818,,392.753124
5,236,6,-12.045394,-77.036852,7,2252.908,,5075594.456,53.511,,2863.427121,19.818,,392.753124
0,237,6,-12.045394,-77.036852,2,168.354,,28343.06932,31.22,,974.6884,41.833,,1749.999889
1,237,6,-12.045394,-77.036852,3,168.354,,28343.06932,31.22,,974.6884,41.833,,1749.999889
2,237,6,-12.045394,-77.036852,4,168.354,,28343.06932,31.22,,974.6884,41.833,,1749.999889
3,237,6,-12.045394,-77.036852,5,2207.758,,4874195.387,55.462,,3076.033444,22.363,,500.103769
4,237,6,-12.045394,-77.036852,6,2207.758,,4874195.387,55.462,,3076.033444,22.363,,500.103769
5,237,6,-12.045394,-77.036852,7,2207.758,,4874195.387,55.462,,3076.033444,22.363,,500.103769
0,238,6,-12.045394,-77.036852,2,379.251,,143831.321,31.856,,1014.804736,69.077,,4771.631929
1,238,6,-12.045394,-77.036852,3,379.251,,143831.321,31.856,,1014.804736,69.077,,4771.631929
2,238,6,-12.045394,-77.036852,4,379.251,,143831.321,31.856,,1014.804736,69.077,,4771.631929
3,238,6,-12.045394,-77.036852,5,2163.489,,4680684.653,57.162,,3267.494244,31.925,,1019.205625
4,238,6,-12.045394,-77.036852,6,2163.489,,4680684.653,57.162,,3267.494244,31.925,,1019.205625
5,238,6,-12.045394,-77.036852,7,2163.489,,4680684.653,57.162,,3267.494244,31.925,,1019.205625
0,239,6,-12.045394,-77.036852,2,347.756,,120934.2355,32.005,,1024.320025,79.854,,6376.661316
1,239,6,-12.045394,-77.036852,3,347.756,,120934.2355,32.005,,1024.320025,79.854,,6376.661316
2,239,6,-12.045394,-77.036852,4,347.756,,120934.2355,32.005,,1024.320025,79.854,,6376.661316
3,239,6,-12.045394,-77.036852,5,2192.938,,4808977.072,57.812,,3342.227344,35.627,,1269.283129
4,239,6,-12.045394,-77.036852,6,2192.938,,4808977.072,57.812,,3342.227344,35.627,,1269.283129
5,239,6,-12.045394,-77.036852,7,2192.938,,4808977.072,57.812,,3342.227344,35.627,,1269.283129
0,240,6,-12.045394,-77.036852,2,492.602,,242656.7304,31.97,,1022.0809,93.786,,8795.813796
1,240,6,-12.045394,-77.036852,3,492.602,,242656.7304,31.97,,1022.0809,93.786,,8795.813796
2,240,6,-12.045394,-77.036852,4,492.602,,242656.7304,31.97,,1022.0809,93.786,,8795.813796
3,240,6,-12.045394,-77.036852,5,2087.886,,4359267.949,57.09,,3259.2681,47.006,,2209.564036
4,240,6,-12.045394,-77.036852,6,2087.886,,4359267.949,57.09,,3259.2681,47.006,,2209.564036
5,240,6,-12.045394,-77.036852,7,2087.886,,4359267.949,57.09,,3259.2681,47.006,,2209.564036
0,241,6,-12.045394,-77.036852,2,1150.398,,1323415.558,32.166,,1034.651556,84.141,,7079.707881
1,241,6,-12.045394,-77.036852,3,1150.398,,1323415.558,32.166,,1034.651556,84.141,,7079.707881
2,241,6,-12.045394,-77.036852,4,1150.398,,1323415.558,32.166,,1034.651556,84.141,,7079.707881
3,241,6,-12.045394,-77.036852,5,2054.453,,4220777.129,57.497,,3305.905009,62.736,,3935.805696
4,241,6,-12.045394,-77.036852,6,2054.453,,4220777.129,57.497,,3305.905009,62.736,,3935.805696
5,241,6,-12.045394,-77.036852,7,2054.453,,4220777.129,57.497,,3305.905009,62.736,,3935.805696
0,242,6,-12.045394,-77.036852,2,3709.648,,13761488.28,32.283,,1042.192089,103.753,,10764.68501
1,242,6,-12.045394,-77.036852,3,3709.648,,13761488.28,32.283,,1042.192089,103.753,,10764.68501
2,242,6,-12.045394,-77.036852,4,3709.648,,13761488.28,32.283,,1042.192089,103.753,,10764.68501
3,242,6,-12.045394,-77.036852,5,2098.353,,4403085.313,58.103,,3375.958609,56.34,,3174.1956
4,242,6,-12.045394,-77.036852,6,2098.353,,4403085.313,58.103,,3375.958609,56.34,,3174.1956
5,242,6,-12.045394,-77.036852,7,2098.353,,4403085.313,58.103,,3375.958609,56.34,,3174.1956
0,243,6,-12.045394,-77.036852,2,1033.056,,1067204.699,32.148,,1033.493904,89.059,,7931.505481
1,243,6,-12.045394,-77.036852,3,1033.056,,1067204.699,32.148,,1033.493904,89.059,,7931.505481
2,243,6,-12.045394,-77.036852,4,1033.056,,1067204.699,32.148,,1033.493904,89.059,,7931.505481
3,243,6,-12.045394,-77.036852,5,2108.12,,4444169.934,57.756,,3335.755536,82.9,,6872.41
4,243,6,-12.045394,-77.036852,6,2108.12,,4444169.934,57.756,,3335.755536,82.9,,6872.41
5,243,6,-12.045394,-77.036852,7,2108.12,,4444169.934,57.756,,3335.755536,82.9,,6872.41
0,244,6,-12.045394,-77.036852,2,242.537,,58824.19637,32.057,,1027.651249,61.909,,3832.724281
1,244,6,-12.045394,-77.036852,3,242.537,,58824.19637,32.057,,1027.651249,61.909,,3832.724281
2,244,6,-12.045394,-77.036852,4,242.537,,58824.19637,32.057,,1027.651249,61.909,,3832.724281
3,244,6,-12.045394,-77.036852,5,2056.61,,4229644.692,56.812,,3227.603344,77.892,,6067.163664
4,244,6,-12.045394,-77.036852,6,2056.61,,4229644.692,56.812,,3227.603344,77.892,,6067.163664
5,244,6,-12.045394,-77.036852,7,2056.61,,4229644.692,56.812,,3227.603344,77.892,,6067.163664
0,245,6,-12.045394,-77.036852,2,217.155,,47156.29403,32.279,,1041.933841,51.508,,2653.074064
1,245,6,-12.045394,-77.036852,3,217.155,,47156.29403,32.279,,1041.933841,51.508,,2653.074064
2,245,6,-12.045394,-77.036852,4,217.155,,47156.29403,32.279,,1041.933841,51.508,,2653.074064
3,245,6,-12.045394,-77.036852,5,2044.446,,4179759.447,56.462,,3187.957444,123.223,,15183.90773
4,245,6,-12.045394,-77.036852,6,2044.446,,4179759.447,56.462,,3187.957444,123.223,,15183.90773
5,245,6,-12.045394,-77.036852,7,2044.446,,4179759.447,56.462,,3187.957444,123.223,,15183.90773
0,246,6,-12.045394,-77.036852,2,199.897,,39958.81061,32.288,,1042.514944,37.898,,1436.258404
1,246,6,-12.045394,-77.036852,3,199.897,,39958.81061,32.288,,1042.514944,37.898,,1436.258404
2,246,6,-12.045394,-77.036852,4,199.897,,39958.81061,32.288,,1042.514944,37.898,,1436.258404
3,246,6,-12.045394,-77.036852,5,1958.829,,3837011.051,56.378,,3178.478884,88.983,,7917.974289
4,246,6,-12.045394,-77.036852,6,1958.829,,3837011.051,56.378,,3178.478884,88.983,,7917.974289
5,246,6,-12.045394,-77.036852,7,1958.829,,3837011.051,56.378,,3178.478884,88.983,,7917.974289
0,247,6,-12.045394,-77.036852,2,146.503,,21463.12901,32.335,,1045.552225,28.574,,816.473476
1,247,6,-12.045394,-77.036852,3,146.503,,21463.12901,32.335,,1045.552225,28.574,,816.473476
2,247,6,-12.045394,-77.036852,4,146.503,,21463.12901,32.335,,1045.552225,28.574,,816.473476
3,247,6,-12.045394,-77.036852,5,1950.956,,3806229.314,56.784,,3224.422656,118.009,,13926.12408
4,247,6,-12.045394,-77.036852,6,1950.956,,3806229.314,56.784,,3224.422656,118.009,,13926.12408
5,247,6,-12.045394,-77.036852,7,1950.956,,3806229.314,56.784,,3224.422656,118.009,,13926.12408
0,248,6,-12.045394,-77.036852,2,152.901,,23378.7158,32.346,,1046.263716,40.821,,1666.354041
1,248,6,-12.045394,-77.036852,3,152.901,,23378.7158,32.346,,1046.263716,40.821,,1666.354041
2,248,6,-12.045394,-77.036852,4,152.901,,23378.7158,32.346,,1046.263716,40.821,,1666.354041
3,248,6,-12.045394,-77.036852,5,1943.73,,3778086.313,57.198,,3271.611204,150.279,,22583.77784
4,248,6,-12.045394,-77.036852,6,1943.73,,3778086.313,57.198,,3271.611204,150.279,,22583.77784
5,248,6,-12.045394,-77.036852,7,1943.73,,3778086.313,57.198,,3271.611204,150.279,,22583.77784
0,249,6,-12.045394,-77.036852,2,133.919,,17934.29856,32.362,,1047.299044,36.811,,1355.049721
1,249,6,-12.045394,-77.036852,3,133.919,,17934.29856,32.362,,1047.299044,36.811,,1355.049721
2,249,6,-12.045394,-77.036852,4,133.919,,17934.29856,32.362,,1047.299044,36.811,,1355.049721
3,249,6,-12.045394,-77.036852,5,1915.355,,3668584.776,57.127,,3263.494129,131.098,,17186.6856
4,249,6,-12.045394,-77.036852,6,1915.355,,3668584.776,57.127,,3263.494129,131.098,,17186.6856
5,249,6,-12.045394,-77.036852,7,1915.355,,3668584.776,57.127,,3263.494129,131.098,,17186.6856
0,250,6,-12.045394,-77.036852,2,140.301,,19684.3706,32.376,,1048.205376,33.015,,1089.990225
1,250,6,-12.045394,-77.036852,3,140.301,,19684.3706,32.376,,1048.205376,33.015,,1089.990225
2,250,6,-12.045394,-77.036852,4,140.301,,19684.3706,32.376,,1048.205376,33.015,,1089.990225
3,250,6,-12.045394,-77.036852,5,1920.604,,3688719.725,57.207,,3272.640849,146.624,,21498.59738
4,250,6,-12.045394,-77.036852,6,1920.604,,3688719.725,57.207,,3272.640849,146.624,,21498.59738
5,250,6,-12.045394,-77.036852,7,1920.604,,3688719.725,57.207,,3272.640849,146.624,,21498.59738
0,251,6,-12.045394,-77.036852,2,84.87,,7202.9169,32.322,,1044.711684,28.885,,834.343225
1,251,6,-12.045394,-77.036852,3,84.87,,7202.9169,32.322,,1044.711684,28.885,,834.343225
2,251,6,-12.045394,-77.036852,4,84.87,,7202.9169,32.322,,1044.711684,28.885,,834.343225
3,251,6,-12.045394,-77.036852,5,1928.576,,3719405.388,56.674,,3211.942276,118.401,,14018.7968
4,251,6,-12.045394,-77.036852,6,1928.576,,3719405.388,56.674,,3211.942276,118.401,,14018.7968
5,251,6,-12.045394,-77.036852,7,1928.576,,3719405.388,56.674,,3211.942276,118.401,,14018.7968
0,252,6,-12.045394,-77.036852,2,84.097,,7072.305409,31.822,,1012.639684,25.57,,653.8249
1,252,6,-12.045394,-77.036852,3,84.097,,7072.305409,31.822,,1012.639684,25.57,,653.8249
2,252,6,-12.045394,-77.036852,4,84.097,,7072.305409,31.822,,1012.639684,25.57,,653.8249
3,252,6,-12.045394,-77.036852,5,1964.887,,3860780.923,54.645,,2986.076025,175.959,,30961.56968
4,252,6,-12.045394,-77.036852,6,1964.887,,3860780.923,54.645,,2986.076025,175.959,,30961.56968
5,252,6,-12.045394,-77.036852,7,1964.887,,3860780.923,54.645,,2986.076025,175.959,,30961.56968
0,253,6,-12.045394,-77.036852,2,357.668,,127926.3982,29.805,,888.338025,25.286,,639.381796
1,253,6,-12.045394,-77.036852,3,357.668,,127926.3982,29.805,,888.338025,25.286,,639.381796
2,253,6,-12.045394,-77.036852,4,357.668,,127926.3982,29.805,,888.338025,25.286,,639.381796
3,253,6,-12.045394,-77.036852,5,1943.748,,3778156.288,52.479,,2754.045441,117.247,,13746.85901
4,253,6,-12.045394,-77.036852,6,1943.748,,3778156.288,52.479,,2754.045441,117.247,,13746.85901
5,253,6,-12.045394,-77.036852,7,1943.748,,3778156.288,52.479,,2754.045441,117.247,,13746.85901
0,254,6,-12.045394,-77.036852,2,252.862,,63939.19104,22.222,,493.817284,16.853,,284.023609
1,254,6,-12.045394,-77.036852,3,252.862,,63939.19104,22.222,,493.817284,16.853,,284.023609
2,254,6,-12.045394,-77.036852,4,252.862,,63939.19104,22.222,,493.817284,16.853,,284.023609
3,254,6,-12.045394,-77.036852,5,1909.693,,3646927.354,53.567,,2869.423489,24.536,,602.015296
4,254,6,-12.045394,-77.036852,6,1909.693,,3646927.354,53.567,,2869.423489,24.536,,602.015296
5,254,6,-12.045394,-77.036852,7,1909.693,,3646927.354,53.567,,2869.423489,24.536,,602.015296
0,255,6,-12.045394,-77.036852,2,352.21,,124051.8841,19.741,,389.707081,11.845,,140.304025
1,255,6,-12.045394,-77.036852,3,352.21,,124051.8841,19.741,,389.707081,11.845,,140.304025
2,255,6,-12.045394,-77.036852,4,1953.049,,3814400.396,19.741,,389.707081,11.845,,140.304025
3,255,6,-12.045394,-77.036852,5,1953.049,,3814400.396,49.346,,2435.027716,66.861,,4470.393321
4,255,6,-12.045394,-77.036852,6,1953.049,,3814400.396,49.346,,2435.027716,66.861,,4470.393321
5,255,6,-12.045394,-77.036852,7,1077.978,,1162036.568,49.346,,2435.027716,66.861,,4470.393321
0,256,6,-12.045394,-77.036852,2,154.857,,23980.69045,25.632,,656.999424,12.376,,153.165376
1,256,6,-12.045394,-77.036852,3,154.857,,23980.69045,25.632,,656.999424,12.376,,153.165376
2,256,6,-12.045394,-77.036852,4,154.857,,23980.69045,25.632,,656.999424,12.376,,153.165376
3,256,6,-12.045394,-77.036852,5,2000.754,,4003016.569,46.708,,2181.637264,37.958,,1440.809764
4,256,6,-12.045394,-77.036852,6,2000.754,,4003016.569,46.708,,2181.637264,37.958,,1440.809764
5,256,6,-12.045394,-77.036852,7,2000.754,,4003016.569,46.708,,2181.637264,37.958,,1440.809764
0,257,6,-12.045394,-77.036852,2,86.268,,7442.167824,24.762,,613.156644,14.133,,199.741689
1,257,6,-12.045394,-77.036852,3,86.268,,7442.167824,24.762,,613.156644,14.133,,199.741689
2,257,6,-12.045394,-77.036852,4,86.268,,7442.167824,24.762,,613.156644,14.133,,199.741689
3,257,6,-12.045394,-77.036852,5,2013.051,,4052374.329,45.176,,2040.870976,20.46,,418.6116
4,257,6,-12.045394,-77.036852,6,2013.051,,4052374.329,45.176,,2040.870976,20.46,,418.6116
5,257,6,-12.045394,-77.036852,7,2013.051,,4052374.329,45.176,,2040.870976,20.46,,418.6116
0,258,6,-12.045394,-77.036852,2,99.862,,9972.419044,24.05,,578.4025,16.483,,271.689289
1,258,6,-12.045394,-77.036852,3,99.862,,9972.419044,24.05,,578.4025,16.483,,271.689289
2,258,6,-12.045394,-77.036852,4,99.862,,9972.419044,24.05,,578.4025,16.483,,271.689289
3,258,6,-12.045394,-77.036852,5,2028.015,,4112844.84,42.044,,1767.697936,17.761,,315.453121
4,258,6,-12.045394,-77.036852,6,2028.015,,4112844.84,42.044,,1767.697936,17.761,,315.453121
5,258,6,-12.045394,-77.036852,7,2028.015,,4112844.84,42.044,,1767.697936,17.761,,315.453121
0,259,6,-12.045394,-77.036852,2,106.286,,11296.7138,24.036,,577.729296,17.797,,316.733209
1,259,6,-12.045394,-77.036852,3,106.286,,11296.7138,24.036,,577.729296,17.797,,316.733209
2,259,6,-12.045394,-77.036852,4,106.286,,11296.7138,24.036,,577.729296,17.797,,316.733209
3,259,6,-12.045394,-77.036852,5,2022.082,,4088815.615,33.219,,1103.501961,29.306,,858.841636
4,259,6,-12.045394,-77.036852,6,2022.082,,4088815.615,33.219,,1103.501961,29.306,,858.841636
5,259,6,-12.045394,-77.036852,7,2022.082,,4088815.615,33.219,,1103.501961,29.306,,858.841636
0,260,6,-12.045394,-77.036852,2,159.819,,25542.11276,28.262,,798.740644,15.964,,254.849296
1,260,6,-12.045394,-77.036852,3,159.819,,25542.11276,28.262,,798.740644,15.964,,254.849296
2,260,6,-12.045394,-77.036852,4,159.819,,25542.11276,28.262,,798.740644,15.964,,254.849296
3,260,6,-12.045394,-77.036852,5,2138.948,,4575098.547,50.817,,2582.367489,35.016,,1226.120256
4,260,6,-12.045394,-77.036852,6,2138.948,,4575098.547,50.817,,2582.367489,35.016,,1226.120256
5,260,6,-12.045394,-77.036852,7,2138.948,,4575098.547,50.817,,2582.367489,35.016,,1226.120256
0,261,6,-12.045394,-77.036852,2,204.687,,41896.76797,31.516,,993.258256,18.627,,346.965129
1,261,6,-12.045394,-77.036852,3,204.687,,41896.76797,31.516,,993.258256,18.627,,346.965129
2,261,6,-12.045394,-77.036852,4,204.687,,41896.76797,31.516,,993.258256,18.627,,346.965129
3,261,6,-12.045394,-77.036852,5,2060.401,,4245252.281,57.363,,3290.513769,35.316,,1247.219856
4,261,6,-12.045394,-77.036852,6,2060.401,,4245252.281,57.363,,3290.513769,35.316,,1247.219856
5,261,6,-12.045394,-77.036852,7,2060.401,,4245252.281,57.363,,3290.513769,35.316,,1247.219856
0,262,6,-12.045394,-77.036852,2,234.914,,55184.5874,31.982,,1022.848324,21.174,,448.338276
1,262,6,-12.045394,-77.036852,3,234.914,,55184.5874,31.982,,1022.848324,21.174,,448.338276
2,262,6,-12.045394,-77.036852,4,234.914,,55184.5874,31.982,,1022.848324,21.174,,448.338276
3,262,6,-12.045394,-77.036852,5,1976.339,,3905915.843,58.332,,3402.622224,42.352,,1793.691904
4,262,6,-12.045394,-77.036852,6,1976.339,,3905915.843,58.332,,3402.622224,42.352,,1793.691904
5,262,6,-12.045394,-77.036852,7,1976.339,,3905915.843,58.332,,3402.622224,42.352,,1793.691904
0,263,6,-12.045394,-77.036852,2,270.543,,73193.51485,32.257,,1040.514049,22.375,,500.640625
1,263,6,-12.045394,-77.036852,3,270.543,,73193.51485,32.257,,1040.514049,22.375,,500.640625
2,263,6,-12.045394,-77.036852,4,270.543,,73193.51485,32.257,,1040.514049,22.375,,500.640625
3,263,6,-12.045394,-77.036852,5,1918.699,,3681405.853,58.107,,3376.423449,38.668,,1495.214224
4,263,6,-12.045394,-77.036852,6,1918.699,,3681405.853,58.107,,3376.423449,38.668,,1495.214224
5,263,6,-12.045394,-77.036852,7,1918.699,,3681405.853,58.107,,3376.423449,38.668,,1495.214224
0,264,6,-12.045394,-77.036852,2,211.957,,44925.76985,32.433,,1051.899489,23.898,,571.114404
1,264,6,-12.045394,-77.036852,3,211.957,,44925.76985,32.433,,1051.899489,23.898,,571.114404
2,264,6,-12.045394,-77.036852,4,211.957,,44925.76985,32.433,,1051.899489,23.898,,571.114404
3,264,6,-12.045394,-77.036852,5,1910.325,,3649341.606,57.654,,3323.983716,76.777,,5894.707729
4,264,6,-12.045394,-77.036852,6,1910.325,,3649341.606,57.654,,3323.983716,76.777,,5894.707729
5,264,6,-12.045394,-77.036852,7,1910.325,,3649341.606,57.654,,3323.983716,76.777,,5894.707729
0,265,6,-12.045394,-77.036852,2,139.791,,19541.52368,32.467,,1054.106089,22.959,,527.115681
1,265,6,-12.045394,-77.036852,3,139.791,,19541.52368,32.467,,1054.106089,22.959,,527.115681
2,265,6,-12.045394,-77.036852,4,139.791,,19541.52368,32.467,,1054.106089,22.959,,527.115681
3,265,6,-12.045394,-77.036852,5,1876.151,,3519942.575,57.255,,3278.135025,49.396,,2439.964816
