1,-12.025026654949267,-76.98532115885381,1035.905,1,2022-03-18 20:00:00
4,-12.025026654949267,-76.98532115885381,14.843,1,2022-03-18 20:00:00
6,-12.025026654949267,-76.98532115885381,5.362,1,2022-03-18 20:00:00
1,-12.025026654949267,-76.98532115885381,1216.665,2,2022-03-18 21:00:00
4,-12.025026654949267,-76.98532115885381,19.68,2,2022-03-18 21:00:00
6,-12.025026654949267,-76.98532115885381,6.344,2,2022-03-18 21:00:00
1,-12.025026654949267,-76.98532115885381,1392.323,3,2022-03-18 22:00:00
4,-12.025026654949267,-76.98532115885381,22.062,3,2022-03-18 22:00:00
6,-12.025026654949267,-76.98532115885381,6.737,3,2022-03-18 22:00:00
1,-12.025026654949267,-76.98532115885381,1794.437,4,2022-03-18 23:00:00
4,-12.025026654949267,-76.98532115885381,21.552,4,2022-03-18 23:00:00
6,-12.025026654949267,-76.98532115885381,7.558,4,2022-03-18 23:00:00
1,-12.02502775473716,-76.98807656726233,1035.905,1,2022-03-18 20:00:00
4,-12.02502775473716,-76.98807656726233,14.843,1,2022-03-18 20:00:00
6,-12.02502775473716,-76.98807656726233,5.362,1,2022-03-18 20:00:00
1,-12.02502775473716,-76.98807656726233,1216.665,2,2022-03-18 21:00:00
4,-12.02502775473716,-76.98807656726233,19.68,2,2022-03-18 21:00:00
6,-12.02502775473716,-76.98807656726233,6.344,2,2022-03-18 21:00:00
1,-12.02502775473716,-76.98807656726233,1392.323,3,2022-03-18 22:00:00
4,-12.02502775473716,-76.98807656726233,22.062,3,2022-03-18 22:00:00
6,-12.02502775473716,-76.98807656726233,6.737,3,2022-03-18 22:00:00
1,-12.02502775473716,-76.98807656726233,1794.437,4,2022-03-18 23:00:00
4,-12.02502775473716,-76.98807656726233,21.552,4,2022-03-18 23:00:00
6,-12.02502775473716,-76.98807656726233,7.558,4,2022-03-18 23:00:00
1,-12.025028827523807,-76.99083197569313,1035.905,1,2022-03-18 20:00:00
4,-12.025028827523807,-76.99083197569313,14.843,1,2022-03-18 20:00:00
6,-12.025028827523807,-76.99083197569313,5.362,1,2022-03-18 20:00:00
1,-12.025028827523807,-76.99083197569313,1216.665,2,2022-03-18 21:00:00
4,-12.025028827523807,-76.99083197569313,19.68,2,2022-03-18 21:00:00
6,-12.025028827523807,-76.99083197569313,6.344,2,2022-03-18 21:00:00
1,-12.025028827523807,-76.99083197569313,1392.323,3,2022-03-18 22:00:00
4,-12.025028827523807,-76.99083197569313,22.062,3,2022-03-18 22:00:00
6,-12.025028827523807,-76.99083197569313,6.737,3,2022-03-18 22:00:00
1,-12.025028827523807,-76.99083197569313,1794.437,4,2022-03-18 23:00:00
4,-12.025028827523807,-76.99083197569313,21.552,4,2022-03-18 23:00:00
6,-12.025028827523807,-76.99083197569313,7.558,4,2022-03-18 23:00:00
1,-12.027720468507592,-76.9825643975608,1035.905,1,2022-03-18 20:00:00
4,-12.027720468507592,-76.9825643975608,14.843,1,2022-03-18 20:00:00
6,-12.027720468507592,-76.9825643975608,5.362,1,2022-03-18 20:00:00
1,-12.027720468507592,-76.9825643975608,1216.665,2,2022-03-18 21:00:00
4,-12.027720468507592,-76.9825643975608,19.68,2,2022-03-18 21:00:00
6,-12.027720468507592,-76.9825643975608,6.344,2,2022-03-18 21:00:00
1,-12.027720468507592,-76.9825643975608,1392.323,3,2022-03-18 22:00:00
4,-12.027720468507592,-76.9825643975608,22.062,3,2022-03-18 22:00:00
6,-12.027720468507592,-76.9825643975608,6.737,3,2022-03-18 22:00:00
1,-12.027720468507592,-76.9825643975608,1794.437,4,2022-03-18 23:00:00
4,-12.027720468507592,-76.9825643975608,21.552,4,2022-03-18 23:00:00
6,-12.027720468507592,-76.9825643975608,7.558,4,2022-03-18 23:00:00
1,-12.02772159555866,-76.9853198335567,1035.905,1,2022-03-18 20:00:00
4,-12.02772159555866,-76.9853198335567,14.843,1,2022-03-18 20:00:00
6,-12.02772159555866,-76.9853198335567,5.362,1,2022-03-18 20:00:00
1,-12.02772159555866,-76.9853198335567,1216.665,2,2022-03-18 21:00:00
4,-12.02772159555866,-76.9853198335567,19.68,2,2022-03-18 21:00:00
6,-12.02772159555866,-76.9853198335567,6.344,2,2022-03-18 21:00:00
1,-12.02772159555866,-76.9853198335567,1392.323,3,2022-03-18 22:00:00
4,-12.02772159555866,-76.9853198335567,22.062,3,2022-03-18 22:00:00
6,-12.02772159555866,-76.9853198335567,6.737,3,2022-03-18 22:00:00
1,-12.02772159555866,-76.9853198335567,1794.437,4,2022-03-18 23:00:00
4,-12.02772159555866,-76.9853198335567,21.552,4,2022-03-18 23:00:00
6,-12.02772159555866,-76.9853198335567,7.558,4,2022-03-18 23:00:00
1,-12.027722695602252,-76.98807526957545,1035.905,1,2022-03-18 20:00:00
4,-12.027722695602252,-76.98807526957545,14.843,1,2022-03-18 20:00:00
6,-12.027722695602252,-76.98807526957545,5.362,1,2022-03-18 20:00:00
1,-12.027722695602252,-76.98807526957545,1216.665,2,2022-03-18 21:00:00
4,-12.027722695602252,-76.98807526957545,19.68,2,2022-03-18 21:00:00
6,-12.027722695602252,-76.98807526957545,6.344,2,2022-03-18 21:00:00
1,-12.027722695602252,-76.98807526957545,1392.323,3,2022-03-18 22:00:00
4,-12.027722695602252,-76.98807526957545,22.062,3,2022-03-18 22:00:00
6,-12.027722695602252,-76.98807526957545,6.737,3,2022-03-18 22:00:00
1,-12.027722695602252,-76.98807526957545,1794.437,4,2022-03-18 23:00:00
4,-12.027722695602252,-76.98807526957545,21.552,4,2022-03-18 23:00:00
